Gene stable ID	Chromosome/scaffold name	Gene end (bp)	Gene start (bp)	Gene name	Strand
ENSG00000109163	4	67754360	67739328	GNRHR	-1
ENSG00000154783	3	14934565	14810853	FGD5	1
ENSG00000164744	7	48029119	47987148	SUN3	-1
ENSG00000282306	X	9405731	9404954	AC073488.7	1
ENSG00000145494	5	1816605	1801400	NDUFS6	1
ENSG00000156050	14	73950414	73931501	FAM161B	-1
ENSG00000127870	13	26222493	26132115	RNF6	-1
ENSG00000259742	15	44930622	44914802	AC090888.3	-1
ENSG00000276538	7	150047854	150047609	AC092666.2	-1
ENSG00000234171	2	3561745	3558492	RNASEH1-AS1	1
ENSG00000231710	CHR_HSCHR6_MHC_DBB_CTG1	31300690	31299956	CR759814.1	-1
ENSG00000007350	X	154330350	154295671	TKTL1	1
ENSG00000229430	CHR_HSCHR6_MHC_DBB_CTG1	31273666	31272464	RPL3P2	1
ENSG00000183421	21	41767106	41739369	RIPK4	-1
ENSG00000178385	2	208025560	207821288	PLEKHM3	-1
ENSG00000213938	2	199660729	199659551	SEPHS1P6	1
ENSG00000261511	7	99820086	99820018	CYP3A137P	1
ENSG00000171219	11	64844569	64823387	CDC42BPG	-1
ENSG00000240484	15	92719740	92719393	AC091544.1	1
ENSG00000270683	9	25938434	25937912	FAM71BP1	1
ENSG00000236306	9	25812968	25780056	LINC01241	1
ENSG00000224498	10	108849561	108848186	MAPKAPK5P1	1
ENSG00000255499	11	55865820	55865709	AC036111.3	1
ENSG00000223466	2	195538681	195533035	LINC01825	1
ENSG00000157625	X	30975084	30827442	TAB3	-1
ENSG00000259488	15	48331856	48312353	AC023355.1	-1
ENSG00000224121	2	222905055	222904640	ATG12P2	-1
ENSG00000065548	2	186509363	186486156	ZC3H15	1
ENSG00000100271	22	43089428	43039644	TTLL1	-1
ENSG00000227867	Y	25991572	25991241	ELOCP11	-1
ENSG00000274962	X	154213487	154196471	TEX28P1	-1
ENSG00000172283	Y	25988069	25975549	PRYP4	1
ENSG00000183688	17	445939	439978	RFLNB	-1
ENSG00000237546	Y	25954152	25943268	XKRYP6	1
ENSG00000241674	CHR_HSCHR6_MHC_QBL_CTG1	32881839	32863344	HLA-DMB	-1
ENSG00000149257	11	75572783	75562056	SERPINH1	1
ENSG00000277208	9	67713967	67713910	AL627230.5	1
ENSG00000284682	12	30307611	30306065	AC078776.2	1
ENSG00000164256	5	23528597	23443586	PRDM9	1
ENSG00000240776	3	113850731	113850237	AC079944.1	-1
ENSG00000116604	1	156500828	156463727	MEF2D	-1
ENSG00000282529	CHR_HSCHR7_2_CTG6	142408357	142408088	TRBV8-2	1
ENSG00000146574	7	6826770	6794134	CCZ1B	-1
ENSG00000250472	5	115149644	115148764	TRIM36-IT1	-1
ENSG00000224429	13	21348721	21303515	LINC00539	-1
ENSG00000274820	9	66979862	66979460	AL353770.1	1
ENSG00000275744	CHR_HSCHR22_1_CTG7	23886309	23856703	SLC2A11	1
ENSG00000154529	9	42129510	41890314	CNTNAP3B	-1
ENSG00000228550	X	7113404	7113005	AC073583.1	-1
ENSG00000254299	5	172559014	172557392	LINC01944	-1
ENSG00000254723	11	55326673	55325756	OR4A12P	1
ENSG00000236063	CHR_HSCHR6_MHC_MCF_CTG1	31779696	31763228	ABHD16A	-1
ENSG00000254320	8	36321404	36321039	AP006245.2	-1
ENSG00000234000	CHR_HSCHR6_MHC_DBB_CTG1	30678156	30666650	PPP1R18	-1
ENSG00000277725	CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1	54769000	54754632	KIR2DL2	1
ENSG00000253504	8	36278886	36277763	MTCYBP19	-1
ENSG00000250584	5	1380067	1363582	LINC01511	-1
ENSG00000248951	5	1370945	1370543	MTCO2P32	-1
ENSG00000282285	CHR_HSCHR7_2_CTG6	142346016	142345452	TRBV4-2	1
ENSG00000271180	14	55241080	55240622	AL158801.4	-1
ENSG00000154832	18	50288304	50282343	CXXC1	-1
ENSG00000275779	CHR_HSCHR16_1_CTG1	15058977	15040743	NTAN1	1
ENSG00000234944	10	42874060	42871521	AL365199.1	1
ENSG00000132386	17	1777574	1761959	SERPINF1	1
ENSG00000171970	19	2918476	2900898	ZNF57	1
ENSG00000076924	19	7629565	7619525	XAB2	-1
ENSG00000155629	10	96720514	96593312	PIK3AP1	-1
ENSG00000275095	CHR_HSCHR17_7_CTG4	35981528	35976525	CCL16	-1
ENSG00000250316	8	19241912	19237737	AC068880.1	1
ENSG00000275493	9	41644770	41644430	FAM27D1	-1
ENSG00000277429	CHR_HSCHR5_1_CTG1_1	70063796	70045915	SERF1B	1
ENSG00000255730	19	41425001	41350853	AC011462.1	1
ENSG00000076826	19	7618304	7595902	CAMSAP3	1
ENSG00000273791	19	19909146	19908268	AC007204.1	-1
ENSG00000198185	20	46513559	46499630	ZNF334	-1
ENSG00000214998	7	7910449	7909300	CCNB2P1	-1
ENSG00000236609	7	6624290	6615617	ZNF853	1
ENSG00000267398	19	2875592	2874950	AC006130.2	-1
ENSG00000254944	11	122961086	122960327	ATP5PBP5	1
ENSG00000255351	11	11353307	11352426	AC023946.1	1
ENSG00000196693	10	42638568	42574185	ZNF33B	-1
ENSG00000284729	19	56791197	56707293	AC006115.3	1
ENSG00000234420	10	42552822	42513510	ZNF37BP	-1
ENSG00000235256	9	62711398	62710036	FKBP4P7	-1
ENSG00000124469	19	42595055	42580241	CEACAM8	-1
ENSG00000213904	19	42652355	42397128	LIPE-AS1	1
ENSG00000142459	19	7864976	7830233	EVI5L	1
ENSG00000224729	7	100604206	100589402	PCOLCE-AS1	-1
ENSG00000233974	5	21484011	21481327	AC138951.1	-1
ENSG00000231503	12	9240331	9239986	PTMAP4	-1
ENSG00000237651	2	61164829	61145068	C2orf74	1
ENSG00000225455	4	49017154	49016682	TPI1P4	-1
ENSG00000237812	CHR_HSCHR6_MHC_SSTO_CTG1	29967676	29964383	HCG9	1
ENSG00000274551	12	11521686	11516425	AC007450.2	-1
ENSG00000058335	15	79090773	78959947	RASGRF1	-1
ENSG00000250611	4	20037972	20037560	AC098862.1	-1
ENSG00000226608	20	4024444	4023917	FTLP3	1
ENSG00000277003	16	69975344	69975238	AC026468.1	1
ENSG00000109182	4	49062081	48986247	CWH43	1
ENSG00000129646	17	76307998	76274049	QRICH2	-1
ENSG00000141316	17	32997877	32970376	SPACA3	1
ENSG00000260317	8	80543104	80541300	AC009812.4	1
ENSG00000280116	X	49157351	49155242	AC231657.2	-1
ENSG00000262899	16	3308393	3307573	AC004232.2	-1
ENSG00000120696	13	41194566	41189833	KBTBD7	-1
ENSG00000229899	12	40286662	40286289	AC084290.1	1
ENSG00000236570	3	18539899	18538673	RAD23BP1	1
ENSG00000167900	17	78187233	78174075	TK1	-1
ENSG00000162086	16	3318852	3305406	ZNF75A	1
ENSG00000263574	17	73756557	73737854	AC125421.1	1
ENSG00000234721	17	73800793	73786802	LINC02092	1
ENSG00000255060	11	36426122	36425447	AC009656.1	-1
ENSG00000182632	10	42475349	42408168	CCNYL2	-1
ENSG00000256937	12	9128645	9127783	KRT17P8	1
ENSG00000224603	9	62444634	62444256	BX664725.1	-1
ENSG00000228211	7	123829252	123814139	HYALP1	1
ENSG00000254092	8	20973877	20952645	AC015468.3	-1
ENSG00000253147	8	20968904	20953127	AC015468.1	1
ENSG00000282803	CHR_HSCHR7_2_CTG6	142321563	142320696	TRBV5-1	1
ENSG00000253317	8	72202269	72196334	AC078906.1	1
ENSG00000119638	14	75127344	75079353	NEK9	-1
ENSG00000182415	Y	18028597	18025787	CDY2A	1
ENSG00000278709	20	57712780	57710183	NKILA	1
ENSG00000176731	8	85220421	85214076	C8orf59	-1
ENSG00000228073	2	189096158	189095063	AC133106.1	1
ENSG00000214657	2	15870243	15869939	AC113608.1	1
ENSG00000261071	6	13615155	13614111	AL441883.1	-1
ENSG00000232789	2	219358983	219358870	AC053503.3	-1
ENSG00000271462	12	19419161	19418927	AC091805.2	-1
ENSG00000279201	2	74192245	74191388	AC073263.3	1
ENSG00000230173	2	194761435	194730595	LINC01790	1
ENSG00000259321	14	24140444	24139445	AL136295.2	1
ENSG00000230816	CHR_HSCHR6_MHC_COX_CTG1	33029223	33025668	COL11A2P1	-1
ENSG00000138594	15	51947295	51829628	TMOD3	1
ENSG00000114395	3	50358460	50350695	CYB561D2	1
ENSG00000135999	2	148787568	148644440	EPC2	1
ENSG00000272625	18	2921685	2920966	AP000919.4	1
ENSG00000230708	CHR_HSCHR6_MHC_COX_CTG1	33009106	32997896	HLA-DPB1	1
ENSG00000196566	10	87660003	87610163	AL138767.1	-1
ENSG00000225913	10	87659279	87607985	AL138767.3	1
ENSG00000226149	6	129552587	129526626	AL356124.1	-1
ENSG00000268858	20	63864293	63861212	AL118506.1	-1
ENSG00000237218	CHR_HSCHR6_MHC_SSTO_CTG1	29881769	29879053	HLA-H	1
ENSG00000226736	CHR_HSCHR6_MHC_SSTO_CTG1	29879557	29878595	BX284699.1	-1
ENSG00000171501	9	122554214	122553112	OR1N2	1
ENSG00000239590	9	122520082	122519141	OR1J4	1
ENSG00000250927	4	28824211	28823244	MESTP3	-1
ENSG00000189186	X	27748821	27590382	DCAF8L2	1
ENSG00000276725	CHR_HSCHR1_3_CTG32_1	243255321	243124428	CEP170	-1
ENSG00000185262	17	76271299	76265202	UBALD2	1
ENSG00000250858	4	27586144	27585145	IGBP1P5	1
ENSG00000261465	16	19067691	19062499	AC099518.4	-1
ENSG00000229282	6	3056761	3055890	AL031963.2	1
ENSG00000235642	X	27428231	27427777	PTP4A1P5	-1
ENSG00000232654	6	3045800	3045384	FAM136BP	1
ENSG00000264012	18	22176662	22175465	AC091588.1	-1
ENSG00000072786	5	172188386	172042073	STK10	-1
ENSG00000228061	11	31767953	31637328	AC131571.1	-1
ENSG00000242021	X	27176298	27042907	AC112493.1	-1
ENSG00000279200	17	17617745	17616043	AC020558.3	1
ENSG00000282809	CHR_HSCHR7_2_CTG6	142247086	142240759	MOXD2P	-1
ENSG00000224146	CHR_HSCHR6_MHC_MANN_CTG1	29582616	29582099	RPL13AP	1
ENSG00000204421	6	31721845	31718648	LY6G6C	-1
ENSG00000204947	7	149126346	149102784	ZNF425	-1
ENSG00000115850	2	135837180	135787840	LCT	-1
ENSG00000235186	2	94994362	94991880	AC103563.8	1
ENSG00000253139	8	56540497	56536758	AC013644.1	-1
ENSG00000145247	4	48906937	48885019	OCIAD2	-1
ENSG00000271858	3	50368197	50365334	CYB561D2	1
ENSG00000230926	X	51091228	51082818	AC239367.2	1
ENSG00000238190	X	50931548	50931114	HMGB1P15	-1
ENSG00000275540	19	19750127	19740884	AC011477.7	1
ENSG00000243849	3	113433992	113403991	CFAP44-AS1	1
ENSG00000229146	9	66083187	66082350	SNX18P4	-1
ENSG00000167536	17	28903071	28897781	DHRS13	-1
ENSG00000232128	2	94901602	94900990	MTCO3P45	1
ENSG00000279196	16	30988270	30984630	AC135048.4	-1
ENSG00000139988	14	67734452	67701886	RDH12	1
ENSG00000254344	8	34864798	34784052	LINC01288	1
ENSG00000118513	6	135219173	135181315	MYB	1
ENSG00000230021	1	827796	586071	AL669831.3	-1
ENSG00000126970	X	65034713	64915802	ZC4H2	-1
ENSG00000225972	1	629433	629062	MTND1P23	1
ENSG00000229344	1	633438	632757	MTCO2P12	1
ENSG00000214078	20	35664956	35626031	CPNE1	-1
ENSG00000181896	19	19683509	19668796	ZNF101	1
ENSG00000229809	16	30572734	30569346	ZNF688	-1
ENSG00000227409	1	35366077	35358822	ZMYM4-AS1	-1
ENSG00000185304	2	87825952	87755955	RGPD2	-1
ENSG00000133739	8	85146076	85107147	LRRCC1	1
ENSG00000276938	CHR_HSCHR3_9_CTG3	198166452	198148759	AC073135.4	1
ENSG00000249131	5	139746223	139741349	PSD2-AS1	-1
ENSG00000101413	20	38127780	38033546	RPRD1B	1
ENSG00000147180	X	85273362	85244032	ZNF711	1
ENSG00000086730	7	74229834	74199652	LAT2	1
ENSG00000241641	16	12081902	12081237	RPS23P6	1
ENSG00000175920	4	3501473	3463311	DOK7	1
ENSG00000260723	16	12373899	12372812	AC007598.1	1
ENSG00000224166	Y	17744596	17729528	PRYP1	-1
ENSG00000260488	16	11977850	11976851	AC007216.1	-1
ENSG00000279987	22	18884682	18883502	AC008103.1	-1
ENSG00000285138	19	58581912	58581426	AC016629.3	1
ENSG00000224008	20	55427197	55420336	LINC01441	-1
ENSG00000231534	2	229945137	229942728	FBXO36-IT1	1
ENSG00000242207	17	48634932	48628675	HOXB-AS4	1
ENSG00000260027	17	48633572	48607227	HOXB7	-1
ENSG00000272023	5	132964164	132963770	AC010240.3	1
ENSG00000271097	2	87302251	87301658	AC083899.3	1
ENSG00000275206	17	18390323	18390153	AL353997.5	-1
ENSG00000231822	2	99102752	99102018	AC019097.1	1
ENSG00000275026	9	66027719	66022661	GXYLT1P4	-1
ENSG00000133665	10	80368073	80344745	DYDC2	1
ENSG00000258535	14	51825422	51765276	AL079307.1	1
ENSG00000235858	10	80334426	80333771	AL359195.1	1
ENSG00000185834	20	55075140	55074644	RPL12P4	1
ENSG00000249574	7	382712	379359	AC226118.1	1
ENSG00000269652	19	41222051	41221426	AC011510.1	-1
ENSG00000099960	22	21032840	21028718	SLC7A4	-1
ENSG00000187605	2	74108176	73986404	TET3	1
ENSG00000119718	14	75012366	75002911	EIF2B2	1
ENSG00000148154	9	111935369	111896766	UGCG	1
ENSG00000234062	X	137021630	136909395	AL390879.1	1
ENSG00000240093	7	194180	182935	AC093627.3	-1
ENSG00000278008	22	18719341	18715815	PPP1R26P4	1
ENSG00000135951	2	99154964	98997261	TSGA10	-1
ENSG00000165886	10	97571209	97498868	UBTD1	1
ENSG00000227443	9	21638676	21638285	AL137022.1	1
ENSG00000160202	21	43172805	43169008	CRYAA	1
ENSG00000254800	11	49884093	49882999	AP006587.2	1
ENSG00000237211	X	84756003	84755136	SETP4	1
ENSG00000279359	10	80254121	80249710	AL359195.2	1
ENSG00000256220	11	61248533	61227168	AP003037.1	1
ENSG00000253937	8	18371484	18370607	NATP	1
ENSG00000233643	10	61821246	61781745	AC022398.1	-1
ENSG00000226377	17	32878637	32876759	AC084809.1	1
ENSG00000151117	11	18704785	18693122	TMEM86A	1
ENSG00000114956	2	73958961	73926826	DGUOK	1
ENSG00000254966	11	18740568	18706537	AC103974.1	1
ENSG00000163687	3	58214697	58192257	DNASE1L3	-1
ENSG00000103342	16	11916082	11868128	GSPT1	-1
ENSG00000078487	7	100428992	100400826	ZCWPW1	-1
ENSG00000196872	2	98936259	98793846	KIAA1211L	-1
ENSG00000269391	3	16531802	16530771	AC010139.1	1
ENSG00000203496	10	38466176	38453181	AL133216.1	1
ENSG00000068137	17	42676994	42667914	PLEKHH3	-1
ENSG00000134152	15	34210096	34140674	KATNBL1	-1
ENSG00000180279	19	50818880	50808874	LINC01869	1
ENSG00000240440	2	207237875	207235299	AC007879.4	-1
ENSG00000005801	11	3379222	3339261	ZNF195	-1
ENSG00000229898	CHR_HSCHR6_MHC_SSTO_CTG1	29709049	29708627	ZDHHC20P1	-1
ENSG00000267260	19	36777078	36773153	AC020928.2	1
ENSG00000184659	9	65738784	65736555	FOXD4L4	1
ENSG00000236090	2	41820754	41819747	LDHAP3	1
ENSG00000237442	2	41157555	41143780	HNRNPA1P57	1
ENSG00000229289	21	19134423	19130523	AP000431.1	1
ENSG00000276870	CHR_HSCHR16_1_CTG1	14694674	14672547	PLA2G10	-1
ENSG00000277109	9	61582675	61581813	AL935212.4	1
ENSG00000235965	21	19047684	19046310	AP000431.2	-1
ENSG00000213946	2	191882205	191881182	DNAJB1P1	-1
ENSG00000273539	CHR_HSCHR14_3_CTG1	106827409	106826868	IGHV3-73	-1
ENSG00000265631	18	15247997	15247429	BNIP3P3	-1
ENSG00000072042	14	67695814	67676801	RDH11	-1
ENSG00000122958	10	69172861	69123512	VPS26A	1
ENSG00000282087	CHR_HSCHR17_7_CTG4	36439938	36428990	TBC1D3F	-1
ENSG00000262188	17	79925462	79919357	LINC01978	1
ENSG00000225884	2	191820250	191793425	AC098872.1	1
ENSG00000133878	8	33600106	33591332	DUSP26	-1
ENSG00000256282	11	18599683	18595459	AC112694.1	-1
ENSG00000226404	CHR_HSCHR6_MHC_DBB_CTG1	31666220	31658863	LY6G5C	-1
ENSG00000240694	8	26514092	26504686	PNMA2	-1
ENSG00000122359	10	80205572	80150889	ANXA11	-1
ENSG00000250210	9	138286430	138286248	FO082796.1	1
ENSG00000271299	19	41074107	41073804	AC008962.1	-1
ENSG00000268101	19	41062444	41050449	CYP2G2P	-1
ENSG00000112367	6	109825428	109691312	FIG4	1
ENSG00000168038	3	41962430	41246599	ULK4	-1
ENSG00000266909	18	80078259	80077707	SLC25A6P4	1
ENSG00000113108	5	140564781	140558268	APBB3	-1
ENSG00000213698	X	72728821	72727977	AC240504.1	-1
ENSG00000283155	5	140592123	140562443	AC116353.4	-1
ENSG00000186952	5	110738956	110289233	TMEM232	-1
ENSG00000223485	6	169162924	169158092	LINC01615	-1
ENSG00000228909	2	219904889	219904051	LINC01803	-1
ENSG00000219409	6	144398752	144397959	AL590704.1	1
ENSG00000122735	9	34520989	34457414	DNAI1	1
ENSG00000187783	10	44937002	44911200	TMEM72	1
ENSG00000189129	10	80145359	80131682	PLAC9	1
ENSG00000175701	2	110245420	110211529	SMIM37	-1
ENSG00000282785	2	110285681	110279606	AC140479.6	1
ENSG00000255288	11	30167306	30167163	AL358944.1	1
ENSG00000109180	4	48861817	48805212	OCIAD1	1
ENSG00000279605	8	143583304	143578358	AC067930.6	1
ENSG00000225768	10	104480274	104474939	AL161646.1	-1
ENSG00000259235	15	48191691	48189037	AC066612.1	-1
ENSG00000141570	17	79801683	79792132	CBX8	-1
ENSG00000224812	10	44959689	44811024	TMEM72-AS1	-1
ENSG00000260482	16	23675499	23670011	AC008870.1	1
ENSG00000115109	2	120179119	120013005	EPB41L5	1
ENSG00000273363	10	44959458	44958917	AL353801.3	-1
ENSG00000204713	6	28923989	28903002	TRIM27	-1
ENSG00000278291	13	20703718	20699307	AL161772.1	-1
ENSG00000249421	5	129460689	129459559	ADAMTS19-AS1	-1
ENSG00000236538	2	52077197	52071355	ZNF863P	1
ENSG00000238165	2	50829678	50829442	AC007560.1	-1
ENSG00000283058	2	50632993	50620963	AC009234.1	1
ENSG00000230327	2	50589415	50588690	MTCO1P42	-1
ENSG00000226366	2	51927362	51926882	AC097463.1	-1
ENSG00000277562	19	52242440	52241765	AC010320.5	-1
ENSG00000078804	20	34713439	34704290	TP53INP2	1
ENSG00000224516	2	232381674	232379635	AC068134.1	-1
ENSG00000271410	5	55357523	55356308	AC020728.1	-1
ENSG00000250853	5	55530701	55530156	RNF138P1	-1
ENSG00000227071	9	20684688	20683304	FOCAD-AS1	-1
ENSG00000163517	3	13506424	13479724	HDAC11	1
ENSG00000271670	10	120880667	120879256	AC010998.2	-1
ENSG00000231203	2	183072486	183071040	KRT8P10	-1
ENSG00000159247	9	138177433	138150075	TUBBP5	1
ENSG00000119328	9	108950744	108934181	FAM206A	1
ENSG00000013016	2	31269447	31234337	EHD3	1
ENSG00000273580	7	35934569	35933888	AC087072.2	1
ENSG00000168081	8	28343355	28316986	PNOC	1
ENSG00000255281	11	29393844	29391525	AC090124.3	1
ENSG00000245748	4	7046231	7030554	AC097382.2	-1
ENSG00000223410	20	40126357	40121041	AL009050.1	1
ENSG00000249620	5	17512238	17511833	AC106774.2	-1
ENSG00000165702	9	132991687	132944000	GFI1B	1
ENSG00000282821	CHR_HSCHR14_3_CTG1	106691213	106690773	IGHV3-65	-1
ENSG00000270075	10	104313881	104312141	AL162742.2	1
ENSG00000148841	10	104338404	104309698	ITPRIP	-1
ENSG00000223837	6	32970886	32970232	AL645941.1	1
ENSG00000240684	CHR_HSCHR6_MHC_DBB_CTG1	32637710	32635122	CR753846.2	-1
ENSG00000237455	CHR_HSCHR6_MHC_DBB_CTG1	32635966	32635116	HLA-DQB1-AS1	1
ENSG00000234787	13	54132866	54115783	LINC00458	-1
ENSG00000261517	13	53876119	53815419	LINC00558	1
ENSG00000166394	11	7677222	7665100	CYB5R2	-1
ENSG00000228146	16	3149963	3144015	CASP16P	1
ENSG00000265010	17	73244706	73243093	AC087301.1	1
ENSG00000205500	2	27014612	26984776	AC013472.1	-1
ENSG00000061676	2	183038858	182909115	NCKAP1	-1
ENSG00000242628	2	24221516	24214381	AC009228.1	1
ENSG00000102241	X	136512346	136497079	HTATSF1	1
ENSG00000100348	22	36482030	36467036	TXN2	-1
ENSG00000221947	8	70790371	70669365	XKR9	1
ENSG00000206052	18	69849087	69401055	DOK6	1
ENSG00000248440	5	109499108	109497877	AC091917.1	1
ENSG00000222022	2	237425276	237421420	AC112721.1	-1
ENSG00000073969	17	46757464	46590669	NSF	1
ENSG00000156603	11	57712323	57703714	MED19	-1
ENSG00000278485	9	60944636	60944555	AL590491.3	-1
ENSG00000267611	19	33051701	33051515	AC008521.1	1
ENSG00000234515	6	32879848	32879171	PPP1R2P1	-1
ENSG00000235240	3	11488473	11488300	AC026185.1	-1
ENSG00000263241	16	10719762	10718633	MTCYBP33	-1
ENSG00000270531	3	11529755	11529488	AC022001.1	-1
ENSG00000281734	CHR_HSCHR1_1_CTG3	2547460	2546465	AL139246.9	1
ENSG00000108671	17	32483318	32444261	PSMD11	1
ENSG00000223746	10	43742350	43741437	ELOCP30	-1
ENSG00000204195	X	70240627	70234655	AWAT1	1
ENSG00000063854	16	1827194	1795620	HAGH	-1
ENSG00000228046	9	82428025	82427350	MTCO3P40	-1
ENSG00000256684	11	96514748	96508425	AP003781.1	1
ENSG00000263787	17	48204529	48185938	SKAP1-AS1	1
ENSG00000224162	10	43732584	43732334	UQCRHP3	1
ENSG00000125355	X	120311556	120258650	TMEM255A	-1
ENSG00000274205	CHR_HSCHR8_3_CTG7	143709465	143703266	MAPK15	1
ENSG00000226365	CHR_HSCHR6_MHC_MANN_CTG1	29469338	29464128	UBDP1	-1
ENSG00000227350	9	107543616	107543151	PPIAP88	-1
ENSG00000122557	7	35695571	35632659	HERPUD2	-1
ENSG00000122299	16	11797267	11750586	ZC3H7A	-1
ENSG00000111404	12	18320107	18080869	RERGL	-1
ENSG00000171940	20	53609907	53567065	ZNF217	-1
ENSG00000267665	17	77536592	77526998	AC021683.3	1
ENSG00000135312	6	77463773	77461753	HTR1B	-1
ENSG00000197408	19	41018398	40991250	CYP2B6	1
ENSG00000282348	CHR_HSCHR17_7_CTG4	36177866	36116566	AC003976.2	1
ENSG00000215022	6	13295586	13264861	AL008729.1	-1
ENSG00000272379	6	13290490	13290018	AL008729.2	-1
ENSG00000277737	9	43125905	43109866	FP325317.1	-1
ENSG00000282987	3	21226305	21006730	AC099753.1	-1
ENSG00000101162	20	59026654	59019254	TUBB1	1
ENSG00000105655	19	18438301	18434388	ISYNA1	-1
ENSG00000234398	2	130248770	130245971	AC134915.1	1
ENSG00000213225	2	130232106	130229379	NOC2LP1	1
ENSG00000276261	12	27700574	27700066	AC009509.4	1
ENSG00000256377	12	27710770	27696388	AC009509.1	-1
ENSG00000176857	5	109052457	109051315	GJA1P1	-1
ENSG00000091651	16	46698394	46689643	ORC6	1
ENSG00000223708	CHR_HSCHR6_MHC_COX_CTG1	29932608	29931616	AL645935.1	-1
ENSG00000180815	X	19515261	19360056	MAP3K15	-1
ENSG00000231255	7	86776022	86775081	AC005009.1	-1
ENSG00000246366	8	70663279	70608577	LACTB2-AS1	1
ENSG00000257226	2	143776073	143766620	AC079584.2	-1
ENSG00000276184	CHR_HSCHR7_2_CTG4_4	76515744	76510496	UPK3B	1
ENSG00000258376	14	73245979	73242651	AC004846.1	-1
ENSG00000104112	15	51721031	51681353	SCG3	1
ENSG00000270281	19	34780021	34779412	AC020910.2	-1
ENSG00000227027	CHR_HSCHR6_MHC_COX_CTG1	29889211	29888080	HLA-T	1
ENSG00000273494	CHR_HSCHR1_1_CTG3	2526600	2508533	PANK4	-1
ENSG00000227881	X	115666133	115664895	ASS1P5	1
ENSG00000272370	5	65020551	65020038	AC092354.2	1
ENSG00000203326	19	53392217	53365693	ZNF525	1
ENSG00000280376	16	46673927	46673443	AC012186.3	-1
ENSG00000228505	2	14630192	14616428	AC011897.1	1
ENSG00000171843	9	20622543	20341665	MLLT3	-1
ENSG00000282344	CHR_HSCHR14_3_CTG1	106302633	106302166	IGHV2-26	-1
ENSG00000282710	CHR_HSCHR14_3_CTG1	106290250	106289800	IGHV3-25	-1
ENSG00000100461	14	22919184	22893206	RBM23	-1
ENSG00000263958	18	72881399	72868388	AC091138.1	1
ENSG00000124356	2	73873659	73828916	STAMBP	1
ENSG00000249551	5	118581324	118575575	LINC02216	1
ENSG00000270874	10	86856236	86854696	RPAP2P1	-1
ENSG00000265437	18	14361943	14361434	AP005212.1	-1
ENSG00000277743	18	14346923	14346214	AP005212.3	-1
ENSG00000230818	10	19748621	19747823	MTND2P16	1
ENSG00000260362	16	9676843	9666885	AC007218.1	-1
ENSG00000261507	16	33330342	33206431	AC141257.2	-1
ENSG00000229671	11	1907915	1902647	LINC01150	1
ENSG00000276251	19	29221666	29220864	AC007786.2	1
ENSG00000187730	1	2030758	2019298	GABRD	1
ENSG00000254590	11	119404088	119402792	AP003396.2	1
ENSG00000275688	17	36001621	35983656	CCL15-CCL14	-1
ENSG00000105668	19	35678483	35666516	UPK1A	1
ENSG00000261997	16	55542027	55538200	AC007336.1	1
ENSG00000255377	11	119445519	119444991	DUXAP5	-1
ENSG00000263873	11	119419114	119417951	AP003396.5	1
ENSG00000264727	17	11290811	11288205	AC005725.1	1
ENSG00000169021	19	29213541	29205321	UQCRFS1	-1
ENSG00000256115	12	5243151	5233997	LINC02443	-1
ENSG00000270269	11	63632720	63632233	IMMP1LP1	1
ENSG00000220541	X	113522989	113522482	AC233289.1	1
ENSG00000230823	X	63299673	63299247	CBX1P1	-1
ENSG00000258472	17	28614197	28455752	AC005726.1	-1
ENSG00000101405	20	3072517	3071620	OXT	1
ENSG00000114650	3	47477126	47413694	SCAP	-1
ENSG00000259895	16	2468213	2464950	AC106820.2	-1
ENSG00000076382	17	28599279	28577565	SPAG5	-1
ENSG00000213881	8	61203220	61202350	NPM1P6	1
ENSG00000278293	CHR_HSCHR22_1_CTG3	22395490	22395019	IGLV7-43	1
ENSG00000228718	6	2640001	2636936	LINC02521	1
ENSG00000140675	16	31490860	31483002	SLC5A2	1
ENSG00000279880	17	67976072	67973934	AC134407.3	1
ENSG00000145741	5	73505635	73498408	BTF3	1
ENSG00000266717	17	67951746	67950885	AC134407.1	-1
ENSG00000007216	17	28497781	28473293	SLC13A2	1
ENSG00000274101	CHR_HSCHR19LRC_COX1_CTG3_1	54581617	54575908	CU234142.1	1
ENSG00000235931	10	59960913	59955430	LINC01553	-1
ENSG00000164669	7	65234216	65141032	INTS4P1	1
ENSG00000272525	5	73498293	73497550	AC099522.2	-1
ENSG00000278346	17	40381838	40380666	AC080112.2	-1
ENSG00000075790	7	107629170	107579977	BCAP29	1
ENSG00000214955	21	34325034	34205055	AP000317.1	1
ENSG00000271353	10	119562530	119562101	AC012468.1	-1
ENSG00000267815	19	50310539	50310022	AC008655.1	-1
ENSG00000236086	6	2341711	2341450	HMGN2P28	1
ENSG00000228411	Y	12803830	12801973	CDY4P	-1
ENSG00000269765	19	15516836	15515342	AC011492.1	-1
ENSG00000230897	17	14705534	14705076	RPS18P12	-1
ENSG00000250155	5	36725195	36666214	AC008957.1	-1
ENSG00000125520	20	63743505	63739861	SLC2A4RG	1
ENSG00000187193	16	56684196	56682424	MT1X	1
ENSG00000140743	16	22437165	22345936	CDR2	-1
ENSG00000104059	15	29570723	29120254	FAM189A1	-1
ENSG00000254266	8	78558503	78426103	PKIA-AS1	-1
